group,fips_code,clinton_votes,sanders_votes,clinton_margin,clinton_percent
Michigan,26049,31284,28117,3167,0.053315600747462166
Michigan,26051,985,1083,-98,-0.047388781431334626
Michigan,26053,678,790,-112,-0.07629427792915532
Michigan,26055,4140,8091,-3951,-0.32303164091243564
Michigan,26057,1185,1812,-627,-0.2092092092092092
Michigan,26059,977,1380,-403,-0.17098005939753924
Michigan,26061,1109,2039,-930,-0.295425667090216
Michigan,26063,1050,1184,-134,-0.05998209489704566
Michigan,26065,18287,22909,-4622,-0.11219535877269637
Michigan,26067,1491,2812,-1321,-0.30699511968394144
Michigan,26069,1077,1202,-125,-0.054848617814831066
Michigan,26071,527,546,-19,-0.017707362534948742
Michigan,26073,2032,4024,-1992,-0.3289299867899604
Michigan,26075,5288,6804,-1516,-0.12537214687396625
Michigan,26077,12593,20146,-7553,-0.23070344237759247
Michigan,26079,590,987,-397,-0.2517438173747622
Michigan,26081,25899,43375,-17476,-0.252273580275428
Michigan,26083,128,188,-60,-0.189873417721519
Michigan,26085,548,514,34,0.032015065913371
Michigan,26087,3319,4650,-1331,-0.16702221106788806
Michigan,26089,1459,2359,-900,-0.2357255107386066
Michigan,26091,3455,4256,-801,-0.1038775774867073
Michigan,26093,6705,10435,-3730,-0.2176196032672112
Michigan,26095,167,291,-124,-0.27074235807860264
Michigan,26097,500,633,-133,-0.11738746690203
Michigan,26099,47597,46242,1355,0.014439625315700295
Michigan,26101,1120,1646,-526,-0.19016630513376717
Michigan,26103,3188,5530,-2342,-0.2686395962376692
Michigan,26105,1223,1741,-518,-0.1747638326585695
Michigan,26107,1173,1767,-594,-0.20204081632653062
Michigan,26109,835,805,30,0.018292682926829267
Michigan,26111,3097,4568,-1471,-0.19191128506197
Michigan,26113,399,591,-192,-0.19393939393939394
Michigan,26115,6716,6842,-126,-0.009293406107095442
Michigan,26117,1681,2762,-1081,-0.2433040738239928
Michigan,26119,392,383,9,0.011612903225806452
Michigan,26121,8220,10062,-1842,-0.10075484082704299
Michigan,26123,1290,2139,-849,-0.24759405074365703
Michigan,26125,92296,84158,8138,0.04611966858218006
Michigan,26127,791,1237,-446,-0.21992110453648916
Michigan,26129,862,926,-64,-0.035794183445190156
Michigan,26131,327,362,-35,-0.05079825834542816
Michigan,26133,670,953,-283,-0.17436845348120764
Michigan,26135,273,315,-42,-0.07142857142857142
Michigan,26137,786,1228,-442,-0.21946375372393248
Michigan,26139,7686,14334,-6648,-0.3019073569482289
Michigan,26141,592,606,-14,-0.011686143572621035
Michigan,26143,1163,1187,-24,-0.010212765957446808
Michigan,26145,12348,9619,2729,0.1242318022488278
Michigan,26147,3665,5165,-1500,-0.16987542468856173
Michigan,26149,1382,2219,-837,-0.2324354346014996
Michigan,26151,1160,1485,-325,-0.12287334593572778
Michigan,26153,312,345,-33,-0.0502283105022831
Michigan,26155,3031,4452,-1421,-0.18989710009354538
Michigan,26157,1984,2532,-548,-0.12134632418069087
Michigan,26159,2484,3656,-1172,-0.19087947882736156
Michigan,26161,30022,38063,-8041,-0.1181023720349563
Michigan,26163,163886,104999,58887,0.21900440708853228
Michigan,26165,909,1793,-884,-0.3271650629163583
Minnesota,27000,73510,118135,-44625,-0.232852409
Mississippi,28001,3013,438,2575,0.7461605331787887
Mississippi,28003,809,302,507,0.45634563456345634
Mississippi,28005,1212,127,1085,0.8103061986557132
Mississippi,28007,1519,195,1324,0.7724620770128354
Mississippi,28009,557,93,464,0.7138461538461538
Mississippi,28011,3029,493,2536,0.720045428733674
Mississippi,28013,748,120,628,0.7235023041474654
Mississippi,28015,828,82,746,0.8197802197802198
Mississippi,28017,1398,263,1135,0.6833232992173389
Mississippi,28019,517,93,424,0.6950819672131148
Mississippi,28021,1411,141,1270,0.8182989690721649
Mississippi,28023,1044,151,893,0.7472803347280335
Mississippi,28025,2372,351,2021,0.7421961072346677
Mississippi,28027,2301,442,1859,0.6777251184834123
Mississippi,28029,3373,411,2962,0.78276955602537
Mississippi,28031,1356,164,1192,0.7842105263157895
Mississippi,28033,5420,1940,3480,0.47282608695652173
Mississippi,28035,3708,1323,2385,0.4740608228980322
Mississippi,28037,701,120,581,0.707673568818514
Mississippi,28039,349,122,227,0.4819532908704883
Mississippi,28041,374,61,313,0.7195402298850575
Mississippi,28043,1634,245,1389,0.7392229909526343
Mississippi,28045,893,531,362,0.2542134831460674
Mississippi,28047,6886,2313,4573,0.49711925209261876
Mississippi,28049,31386,5723,25663,0.691557304158021
Mississippi,28051,3301,231,3070,0.8691959229898075
Mississippi,28053,2894,134,2760,0.9114927344782034
Mississippi,28055,175,20,155,0.7948717948717948
Mississippi,28057,377,151,226,0.42803030303030304
Mississippi,28059,4811,1448,3363,0.5373062789583001
Mississippi,28061,1976,203,1773,0.8136759981642956
Mississippi,28063,1550,175,1375,0.7971014492753623
Mississippi,28065,1806,190,1616,0.8096192384769539
Mississippi,28067,2681,510,2171,0.6803509871513632
Mississippi,28069,1008,106,902,0.8096947935368043
Mississippi,28071,2451,1336,1115,0.29442830736730924
Mississippi,28073,1464,544,920,0.4581673306772908
Mississippi,28075,3306,619,2687,0.6845859872611465
Mississippi,28077,1112,179,933,0.7226955848179706
Mississippi,28079,1614,260,1354,0.7225186766275347
Mississippi,28081,3020,884,2136,0.5471311475409836
Mississippi,28083,2094,219,1875,0.8106355382619974
Mississippi,28085,1817,309,1508,0.70931326434619
Mississippi,28087,4030,846,3184,0.6529942575881871
Mississippi,28089,7414,1434,5980,0.6758589511754068
Mississippi,28091,1539,202,1337,0.7679494543365881
Mississippi,28093,3361,386,2975,0.7939685081398452
Mississippi,28095,1913,311,1602,0.7203237410071942
Mississippi,28097,953,109,844,0.7947269303201506
Mississippi,28099,929,248,681,0.578589634664401
Mississippi,28101,1000,182,818,0.6920473773265652
Mississippi,28103,1397,134,1263,0.8249510124101894
Mississippi,28105,2389,739,1650,0.5274936061381074
Mississippi,28107,3061,479,2582,0.7293785310734463
Mississippi,28109,974,352,622,0.46907993966817496
Mississippi,28111,401,77,324,0.6778242677824268
Mississippi,28113,2870,425,2445,0.7420333839150227
Mississippi,28115,733,271,462,0.4601593625498008
Mississippi,28117,681,251,430,0.4613733905579399
Mississippi,28119,986,142,844,0.74822695035461
Mississippi,28121,4689,1356,3333,0.5513647642679901
Mississippi,28123,2013,309,1704,0.7338501291989664
Mississippi,28125,645,57,588,0.8376068376068376
Mississippi,28127,1855,294,1561,0.7263843648208469
Mississippi,28129,712,147,565,0.6577415599534342
Mississippi,28131,544,144,400,0.5813953488372093
Mississippi,28133,2332,299,2033,0.7727099961991638
Mississippi,28135,1341,166,1175,0.7796947577969475
Mississippi,28137,1435,242,1193,0.7113893858079905
Mississippi,28139,575,172,403,0.5394912985274432
Mississippi,28141,361,197,164,0.2939068100358423
Mississippi,28143,904,220,684,0.608540925266904
Mississippi,28145,593,223,370,0.4534313725490196
Mississippi,28147,1111,132,979,0.7876106194690266
Mississippi,28149,3463,612,2851,0.6996319018404908
Mississippi,28151,2982,409,2573,0.7587732232379829
Mississippi,28153,1441,251,1190,0.7033096926713948
Mississippi,28155,397,79,318,0.6680672268907563
Mississippi,28157,1269,69,1200,0.8968609865470852
Mississippi,28159,1442,202,1240,0.754257907542579
Mississippi,28161,1214,215,999,0.6990902729181245
Mississippi,28163,2203,203,2000,0.8312551953449709
Missouri,29001,799,1153,-354,-0.18135245901639344
Missouri,29003,498,728,-230,-0.18760195758564438
Missouri,29005,141,173,-32,-0.10191082802547771
Missouri,29007,749,728,21,0.014218009478672985
Missouri,29009,874,796,78,0.046706586826347304
Missouri,29011,205,214,-9,-0.021479713603818614
Missouri,29013,518,632,-114,-0.09913043478260869
Missouri,29015,669,567,102,0.0825242718446602
Missouri,29017,242,203,39,0.08764044943820225
Missouri,29019,9628,15076,-5448,-0.22053108808290156
Missouri,29021,3443,4148,-705,-0.09287313924384138
Missouri,29023,889,766,123,0.0743202416918429
Missouri,29025,244,314,-70,-0.12544802867383512
Missouri,29027,1378,1678,-300,-0.09816753926701571
Missouri,29029,1388,1419,-31,-0.0110438190238689
Missouri,29031,2076,2335,-259,-0.05871684425300385
Missouri,29033,233,255,-22,-0.045081967213114756
Missouri,29035,138,142,-4,-0.014285714285714285
Missouri,29037,3765,4185,-420,-0.052830188679245285
Missouri,29039,332,361,-29,-0.04184704184704185
Missouri,29041,321,274,47,0.07899159663865546
Missouri,29043,2146,3073,-927,-0.17762023376125693
Missouri,29045,202,178,24,0.06315789473684211
Missouri,29047,10630,12542,-1912,-0.08251337821508717
Missouri,29049,765,852,-87,-0.05380333951762523
Missouri,29051,2798,3303,-505,-0.08277331584986068
Missouri,29053,516,501,15,0.014749262536873156
Missouri,29055,522,712,-190,-0.1539708265802269
Missouri,29057,201,213,-12,-0.028985507246376812
Missouri,29059,397,515,-118,-0.12938596491228072
Missouri,29061,239,221,18,0.0391304347826087
Missouri,29063,221,328,-107,-0.19489981785063754
Missouri,29065,327,449,-122,-0.15721649484536082
Missouri,29067,268,384,-116,-0.17791411042944785
Missouri,29069,724,448,276,0.2354948805460751
Missouri,29071,3701,4784,-1083,-0.1276370064820271
Missouri,29073,401,507,-106,-0.11674008810572688
Missouri,29075,171,176,-5,-0.01440922190201729
Missouri,29077,10910,17403,-6493,-0.22932928336806413
Missouri,29079,219,262,-43,-0.0893970893970894
Missouri,29081,158,163,-5,-0.01557632398753894
Missouri,29083,780,696,84,0.056910569105691054
Missouri,29085,73,60,13,0.09774436090225563
Missouri,29087,128,110,18,0.07563025210084033
Missouri,29089,413,408,5,0.0060901339829476245
Missouri,29091,833,1209,-376,-0.1841332027424094
Missouri,29093,349,426,-77,-0.09935483870967741
Missouri,29095,48860,42823,6037,0.06584644917814644
Missouri,29097,2289,3826,-1537,-0.25134914145543746
Missouri,29099,9637,11830,-2193,-0.10215679880747193
Missouri,29101,1473,1944,-471,-0.13784021071115013
Missouri,29103,134,94,40,0.17543859649122806
Missouri,29105,737,927,-190,-0.1141826923076923
Missouri,29107,1173,1324,-151,-0.06047256708049659
Missouri,29109,872,1028,-156,-0.08210526315789474
Missouri,29111,239,239,0,0.0
Missouri,29113,1561,1976,-415,-0.1173310715295448
Missouri,29115,436,409,27,0.03195266272189349
Missouri,29117,397,398,-1,-0.0012578616352201257
Missouri,29119,364,385,-21,-0.028037383177570093
Missouri,29121,421,505,-84,-0.09071274298056156
Missouri,29123,346,334,12,0.01764705882352941
Missouri,29125,305,291,14,0.02348993288590604
Missouri,29127,925,707,218,0.13357843137254902
Missouri,29129,69,63,6,0.045454545454545456
Missouri,29131,432,480,-48,-0.05263157894736842
Missouri,29133,486,209,277,0.3985611510791367
Missouri,29135,340,409,-69,-0.09212283044058744
Missouri,29137,252,226,26,0.05439330543933055
Missouri,29139,330,324,6,0.009174311926605505
Missouri,29141,554,506,48,0.045283018867924525
Missouri,29143,691,360,331,0.3149381541389153
Missouri,29145,1240,1553,-313,-0.11206587898317222
Missouri,29147,616,831,-215,-0.14858327574291638
Missouri,29149,319,271,48,0.08135593220338982
Missouri,29151,314,326,-12,-0.01875
Missouri,29153,217,293,-76,-0.14901960784313725
Missouri,29155,602,250,352,0.4131455399061033
Missouri,29157,436,437,-1,-0.001145475372279496
Missouri,29159,1265,1509,-244,-0.08795962509012256
Missouri,29161,1137,1744,-607,-0.21069073238458869
Missouri,29163,661,475,186,0.1637323943661972
Missouri,29165,4645,5142,-497,-0.05078164912639215
Missouri,29167,744,851,-107,-0.0670846394984326
Missouri,29169,860,1020,-160,-0.0851063829787234
Missouri,29171,102,108,-6,-0.02857142857142857
Missouri,29173,415,311,104,0.14325068870523416
Missouri,29175,647,750,-103,-0.0737294201861131
Missouri,29177,942,968,-26,-0.013612565445026177
Missouri,29179,230,228,2,0.004366812227074236
Missouri,29181,259,250,9,0.01768172888015717
Missouri,29183,17805,21593,-3788,-0.09614701253870755
Missouri,29185,340,320,20,0.030303030303030304
Missouri,29186,842,798,44,0.026829268292682926
Missouri,29187,1939,2267,-328,-0.07798383262006657
Missouri,29189,89373,71134,18239,0.1136336732977378
Missouri,29195,910,805,105,0.061224489795918366
Missouri,29197,124,119,5,0.0205761316872428
Missouri,29199,108,134,-26,-0.10743801652892562
Missouri,29201,1067,834,233,0.12256706996317727
Missouri,29203,317,291,26,0.04276315789473684
Missouri,29205,240,200,40,0.09090909090909091
Missouri,29207,674,489,185,0.1590713671539123
Missouri,29209,806,885,-79,-0.04671791839148433
Missouri,29211,177,112,65,0.22491349480968859
Missouri,29213,1199,1373,-174,-0.06765163297045101
Missouri,29215,603,666,-63,-0.04964539007092199
Missouri,29217,490,518,-28,-0.027777777777777776
Missouri,29219,986,1222,-236,-0.1068840579710145
Missouri,29221,754,664,90,0.06346967559943582
Missouri,29223,393,264,129,0.1963470319634703
Missouri,29225,940,1170,-230,-0.10900473933649289
Missouri,29227,59,76,-17,-0.1259259259259259
Missouri,29229,402,385,17,0.021601016518424398
Missouri,29510,34458,27748,6710,0.10786740828858953
Montana,30001,241,318,-77,-0.13774597495527727
Montana,30003,512,595,-83,-0.07497741644083107
Montana,30005,280,396,-116,-0.17159763313609466
Montana,30007,188,256,-68,-0.15315315315315314
Montana,30009,614,684,-70,-0.053929121725731895
Montana,30011,21,26,-5,-0.10638297872340426
Montana,30013,4833,3681,1152,0.13530655391120508
Montana,30015,276,181,95,0.20787746170678337
Montana,30017,476,382,94,0.10955710955710955
Montana,30019,65,44,21,0.1926605504587156
Montana,30021,228,231,-3,-0.006535947712418301
Montana,30023,986,785,201,0.11349520045172219
Montana,30025,34,21,13,0.23636363636363636
Montana,30027,415,355,60,0.07792207792207792
Montana,30029,3021,3989,-968,-0.13808844507845935
Montana,30031,5951,8277,-2326,-0.1634804610626933
Montana,30033,9,17,-8,-0.3076923076923077
Montana,30035,928,1074,-146,-0.07292707292707293
Montana,30037,27,29,-2,-0.03571428571428571
Montana,30039,137,215,-78,-0.2215909090909091
Montana,30041,867,873,-6,-0.0034482758620689655
Montana,30043,716,787,-71,-0.047238855622089154
Montana,30045,69,69,0,0.0
Montana,30047,1338,1596,-258,-0.08793456032719836
Montana,30049,5362,5452,-90,-0.008322544849269465
Montana,30051,78,74,4,0.02631578947368421
Montana,30053,668,846,-178,-0.11756935270805813
Montana,30055,65,58,7,0.056910569105691054
Montana,30057,311,360,-49,-0.07302533532041729
Montana,30059,56,56,0,0.0
Montana,30061,173,213,-40,-0.10362694300518134
Montana,30063,8115,13271,-5156,-0.2410923033760404
Montana,30065,92,115,-23,-0.1111111111111111
Montana,30067,910,1480,-570,-0.2384937238493724
Montana,30069,16,16,0,0.0
Montana,30071,80,90,-10,-0.058823529411764705
Montana,30073,256,234,22,0.044897959183673466
Montana,30075,24,34,-10,-0.1724137931034483
Montana,30077,205,251,-46,-0.10087719298245613
Montana,30079,48,44,4,0.043478260869565216
Montana,30081,1855,2133,-278,-0.06970912738214644
Montana,30083,217,158,59,0.15733333333333333
Montana,30085,314,397,-83,-0.11673699015471167
Montana,30087,250,360,-110,-0.18032786885245902
Montana,30089,404,588,-184,-0.18548387096774194
Montana,30091,171,154,17,0.052307692307692305
Montana,30093,4089,3476,613,0.08103106411103768
Montana,30095,287,306,-19,-0.03204047217537943
Montana,30097,107,132,-25,-0.10460251046025104
Montana,30099,374,459,-85,-0.10204081632653061
Montana,30101,129,107,22,0.09322033898305085
Montana,30103,34,43,-9,-0.11688311688311688
Montana,30105,344,337,7,0.010279001468428781
Montana,30107,48,52,-4,-0.04
Montana,30109,36,16,20,0.38461538461538464
Montana,30111,7844,6975,869,0.058640933936163035
Nebraska,31001,177,284,-107,-0.23210412147505424
Nebraska,31003,27,23,4,0.08
Nebraska,31005,1,3,-2,-0.5
Nebraska,31007,4,3,1,0.14285714285714285
Nebraska,31009,4,5,-1,-0.1111111111111111
Nebraska,31011,27,17,10,0.22727272727272727
Nebraska,31013,45,75,-30,-0.25
Nebraska,31015,13,10,3,0.13043478260869565
Nebraska,31017,6,7,-1,-0.07692307692307693
Nebraska,31019,208,468,-260,-0.38461538461538464
Nebraska,31021,54,42,12,0.125
Nebraska,31023,25,28,-3,-0.05660377358490566
Nebraska,31025,132,151,-19,-0.06713780918727916
Nebraska,31027,20,23,-3,-0.06976744186046512
Nebraska,31029,16,10,6,0.23076923076923078
Nebraska,31031,20,11,9,0.2903225806451613
Nebraska,31033,28,44,-16,-0.2222222222222222
Nebraska,31035,12,35,-23,-0.48936170212765956
Nebraska,31037,24,16,8,0.2
Nebraska,31039,34,26,8,0.13333333333333333
Nebraska,31041,20,37,-17,-0.2982456140350877
Nebraska,31043,76,99,-23,-0.13142857142857142
Nebraska,31045,58,127,-69,-0.372972972972973
Nebraska,31047,39,86,-47,-0.376
Nebraska,31049,2,3,-1,-0.2
Nebraska,31051,28,33,-5,-0.08196721311475409
Nebraska,31053,205,185,20,0.05128205128205128
Nebraska,31055,5387,6322,-935,-0.07985310444956871
Nebraska,31057,14,1,13,0.8666666666666667
Nebraska,31059,34,34,0,0.0
Nebraska,31061,11,9,2,0.1
Nebraska,31063,9,5,4,0.2857142857142857
Nebraska,31065,12,13,-1,-0.04
Nebraska,31067,175,147,28,0.08695652173913043
Nebraska,31069,8,13,-5,-0.23809523809523808
Nebraska,31071,0,0,0,0
Nebraska,31073,12,17,-5,-0.1724137931034483
Nebraska,31075,0,0,0,0
Nebraska,31077,11,9,2,0.1
Nebraska,31079,299,370,-71,-0.10612855007473841
Nebraska,31081,23,44,-21,-0.31343283582089554
Nebraska,31083,13,12,1,0.04
Nebraska,31085,9,0,9,1.0
Nebraska,31087,6,4,2,0.2
Nebraska,31089,30,24,6,0.1111111111111111
Nebraska,31091,3,4,-1,-0.14285714285714285
Nebraska,31093,43,30,13,0.1780821917808219
Nebraska,31095,41,58,-17,-0.1717171717171717
Nebraska,31097,24,29,-5,-0.09433962264150944
Nebraska,31099,34,36,-2,-0.02857142857142857
Nebraska,31101,40,37,3,0.03896103896103896
Nebraska,31103,4,5,-1,-0.1111111111111111
Nebraska,31105,8,15,-7,-0.30434782608695654
Nebraska,31107,25,16,9,0.21951219512195122
Nebraska,31109,4016,6456,-2440,-0.23300229182582124
Nebraska,31111,182,201,-19,-0.04960835509138381
Nebraska,31113,2,1,1,0.3333333333333333
Nebraska,31115,5,6,-1,-0.09090909090909091
Nebraska,31117,3,1,2,0.5
Nebraska,31119,129,200,-71,-0.21580547112462006
Nebraska,31121,35,25,10,0.16666666666666666
Nebraska,31123,13,18,-5,-0.16129032258064516
Nebraska,31125,14,11,3,0.12
Nebraska,31127,35,39,-4,-0.05405405405405406
Nebraska,31129,17,18,-1,-0.02857142857142857
Nebraska,31131,76,104,-28,-0.15555555555555556
Nebraska,31133,29,11,18,0.45
Nebraska,31135,16,5,11,0.5238095238095238
Nebraska,31137,33,42,-9,-0.12
Nebraska,31139,10,20,-10,-0.3333333333333333
Nebraska,31141,128,108,20,0.0847457627118644
Nebraska,31143,31,27,4,0.06896551724137931
Nebraska,31145,25,46,-21,-0.29577464788732394
Nebraska,31147,36,28,8,0.125
Nebraska,31149,3,7,-4,-0.4
Nebraska,31151,109,89,20,0.10101010101010101
Nebraska,31153,1099,1620,-521,-0.19161456417800662
Nebraska,31155,104,181,-77,-0.27017543859649124
Nebraska,31157,123,206,-83,-0.25227963525835867
Nebraska,31159,86,121,-35,-0.16908212560386474
Nebraska,31161,10,16,-6,-0.23076923076923078
Nebraska,31163,11,21,-10,-0.3125
Nebraska,31165,12,9,3,0.14285714285714285
Nebraska,31167,19,35,-16,-0.2962962962962963
Nebraska,31169,40,18,22,0.3793103448275862
Nebraska,31171,1,0,1,1.0
Nebraska,31173,24,27,-3,-0.058823529411764705
Nebraska,31175,35,22,13,0.22807017543859648
Nebraska,31177,136,140,-4,-0.014492753623188406
Nebraska,31179,58,52,6,0.05454545454545454
Nebraska,31181,16,8,8,0.3333333333333333
Nebraska,31183,3,3,0,0.0
Nebraska,31185,36,73,-37,-0.3394495412844037
Nevada,32001,46,46,0,0.0
Nevada,32003,4767,3920,847,0.09750201450443191
Nevada,32005,85,72,13,0.08280254777070063
Nevada,32007,38,48,-10,-0.11627906976744186
Nevada,32009,7,15,-8,-0.36363636363636365
Nevada,32011,3,19,-16,-0.7272727272727273
Nevada,32013,27,53,-26,-0.325
Nevada,32015,20,48,-28,-0.4117647058823529
Nevada,32017,38,25,13,0.20634920634920634
Nevada,32019,80,88,-8,-0.047619047619047616
Nevada,32021,39,34,5,0.0684931506849315
Nevada,32023,94,65,29,0.18238993710691823
Nevada,32027,32,33,-1,-0.015384615384615385
Nevada,32029,35,38,-3,-0.0410958904109589
Nevada,32031,868,1023,-155,-0.08196721311475409
Nevada,32033,47,46,1,0.010752688172043012
Nevada,32510,79,83,-4,-0.024691358024691357
New Hampshire,33001,3490,5990,-2500,-0.26371308016877637
New Hampshire,33003,3230,5655,-2425,-0.27293190770962295
New Hampshire,33005,5166,12471,-7305,-0.4141860860690594
New Hampshire,33007,2013,3637,-1624,-0.28743362831858404
New Hampshire,33009,6918,14258,-7340,-0.3466188137514167
New Hampshire,33011,28099,38646,-10547,-0.15801932729043375
New Hampshire,33013,12209,18076,-5867,-0.19372626712894173
New Hampshire,33015,22829,31080,-8251,-0.15305422100205904
New Hampshire,33017,8801,15865,-7064,-0.2863861185437444
New Hampshire,33019,2497,5906,-3409,-0.4056884446031179
New Jersey,34001,11018,6801,4217,0.23665750042089903
New Jersey,34003,55264,34137,21127,0.2363172671446628
New Jersey,34005,32712,20087,12625,0.2391143771662342
New Jersey,34007,43720,26383,17337,0.24730753320114687
New Jersey,34009,3964,3249,715,0.09912657701372522
New Jersey,34011,6875,3829,3046,0.28456651718983555
New Jersey,34013,75071,27449,47622,0.46451424112368317
New Jersey,34015,17954,14011,3943,0.12335366807445644
New Jersey,34017,49798,25112,24686,0.32954211720731547
New Jersey,34019,5373,5047,326,0.03128598848368522
New Jersey,34021,29505,15098,14407,0.32300517902383247
New Jersey,34023,47978,30498,17480,0.2227432590855803
New Jersey,34025,30835,22185,8650,0.16314598264805732
New Jersey,34027,24226,17259,6967,0.1679402193563939
New Jersey,34029,19572,16305,3267,0.09106112551216657
New Jersey,34031,29538,14116,15422,0.3532780501214093
New Jersey,34033,2814,2163,651,0.1308016877637131
New Jersey,34035,19667,12235,7432,0.23296345056736253
New Jersey,34037,3982,5283,-1301,-0.14042093901780897
New Jersey,34039,40972,18491,22481,0.37806703328120006
New Jersey,34041,3399,3521,-122,-0.01763005780346821
New Mexico,35001,36937,38247,-1310,-0.0174239199829751
New Mexico,35003,115,183,-68,-0.22818791946308725
New Mexico,35005,1238,950,288,0.1316270566727605
New Mexico,35006,1586,1494,92,0.02987012987012987
New Mexico,35007,949,740,209,0.12374185908821789
New Mexico,35009,672,768,-96,-0.06666666666666667
New Mexico,35011,96,114,-18,-0.08571428571428572
New Mexico,35013,9097,7243,1854,0.1134638922888617
New Mexico,35015,1566,1340,226,0.07777013076393668
New Mexico,35017,2272,2267,5,0.0011015642211940956
New Mexico,35019,399,330,69,0.09465020576131687
New Mexico,35021,75,46,29,0.2396694214876033
New Mexico,35023,515,323,192,0.22911694510739858
New Mexico,35025,705,651,54,0.03982300884955752
New Mexico,35027,515,527,-12,-0.011516314779270634
New Mexico,35028,1424,1404,20,0.007072135785007072
New Mexico,35029,917,714,203,0.12446351931330472
New Mexico,35031,4761,3299,1462,0.18138957816377171
New Mexico,35033,986,603,383,0.24103209565764633
New Mexico,35035,1324,1190,134,0.053301511535401754
New Mexico,35037,473,445,28,0.030501089324618737
New Mexico,35039,4915,3252,1663,0.2036243418635974
New Mexico,35041,281,392,-111,-0.1649331352154532
New Mexico,35043,7448,6958,490,0.034013605442176874
New Mexico,35045,3019,2735,284,0.049356969064998264
New Mexico,35047,3418,2341,1077,0.1870116339642299
New Mexico,35049,16087,15703,384,0.0120792702107581
New Mexico,35051,400,530,-130,-0.13978494623655913
New Mexico,35053,1050,1024,26,0.01253616200578592
New Mexico,35055,3285,4325,-1040,-0.1366622864651774
New Mexico,35057,649,651,-2,-0.0015384615384615385
New Mexico,35059,154,190,-36,-0.10465116279069768
New Mexico,35061,3123,2877,246,0.041
New York,36001,18450,20422,-1972,-0.050730603004733484
New York,36003,762,1119,-357,-0.189792663476874
New York,36005,95772,41114,54658,0.39929576435866343
New York,36007,7035,9176,-2141,-0.1320708161125162
New York,36009,1718,2367,-649,-0.15887392900856792
New York,36011,2383,2654,-271,-0.053801866190192574
New York,36013,3483,4081,-598,-0.07905869910100476
New York,36015,2520,2564,-44,-0.00865460267505901
New York,36017,958,1494,-536,-0.21859706362153344
New York,36019,1550,4301,-2751,-0.470176038284054
New York,36021,2481,3302,-821,-0.14196783676292582
New York,36023,1402,1878,-476,-0.14512195121951219
New York,36025,1067,1663,-596,-0.21831501831501832
New York,36027,11005,11680,-675,-0.02975534494159136
New York,36029,50199,49387,812,0.008153756552125802
New York,36031,708,1932,-1224,-0.4636363636363636
New York,36033,961,2338,-1377,-0.4173992118823886
New York,36035,881,1385,-504,-0.22241835834068843
New York,36037,1262,1539,-277,-0.09889325240985362
New York,36039,1062,1458,-396,-0.15714285714285714
New York,36041,123,210,-87,-0.26126126126126126
New York,36043,1377,1755,-378,-0.1206896551724138
New York,36045,2379,2466,-87,-0.017956656346749224
New York,36047,174236,116327,57909,0.19929929137570854
New York,36049,449,648,-199,-0.1814038286235187
New York,36051,1611,2410,-799,-0.19870678935588162
New York,36053,1880,2346,-466,-0.110269758637009
New York,36055,37309,34717,2592,0.03598700469274984
New York,36057,1185,1630,-445,-0.15808170515097691
New York,36059,70947,42301,28646,0.25294927945747386
New York,36061,177496,90227,87269,0.32596751119627376
New York,36063,7694,8916,-1222,-0.07357013847080072
New York,36065,6054,7272,-1218,-0.09140027014858172
New York,36067,20397,18057,2340,0.060851926977687626
New York,36069,2884,3361,-477,-0.07638110488390712
New York,36071,12239,11536,703,0.02956887486855941
New York,36073,650,877,-227,-0.14865749836280287
New York,36075,2424,3066,-642,-0.11693989071038251
New York,36077,1817,2623,-806,-0.18153153153153154
New York,36079,3477,3573,-96,-0.013617021276595745
New York,36081,122386,76305,46081,0.23192293561359095
New York,36083,4738,6649,-1911,-0.16782295600245895
New York,36085,16127,14340,1787,0.058653625233859585
New York,36087,16966,11072,5894,0.21021470860974392
New York,36089,2865,4102,-1237,-0.17755131333429022
New York,36091,7206,9112,-1906,-0.11680352984434367
New York,36093,6146,6862,-716,-0.0550430504305043
New York,36095,622,1088,-466,-0.27251461988304093
New York,36097,491,818,-327,-0.24980901451489687
New York,36099,1042,1164,-122,-0.05530371713508613
New York,36101,1970,2709,-739,-0.15793973071169054
New York,36103,49926,41363,8563,0.0938010055976076
New York,36105,2088,2671,-583,-0.12250472788400925
New York,36107,1232,1825,-593,-0.19398102715080143
New York,36109,5625,9298,-3673,-0.24613013469141592
New York,36111,6927,11572,-4645,-0.2510946537650684
New York,36113,1639,2637,-998,-0.2333956969130028
New York,36115,1167,2087,-920,-0.28272894898586354
New York,36117,1859,2319,-460,-0.11010052656773577
New York,36119,69628,33726,35902,0.3473692358302533
New York,36121,594,909,-315,-0.20958083832335328
New York,36123,552,669,-117,-0.09582309582309582
North Carolina,37001,7374,5755,1619,0.12331479929926117
North Carolina,37003,1148,1123,25,0.011008366358432409
North Carolina,37005,563,571,-8,-0.007054673721340388
North Carolina,37007,2307,914,1393,0.4324743868363862
North Carolina,37009,1219,1205,14,0.005775577557755775
North Carolina,37011,326,425,-99,-0.1318242343541944
North Carolina,37013,2934,1840,1094,0.22915793883535818
North Carolina,37015,2065,756,1309,0.4640198511166253
North Carolina,37017,3442,1524,1918,0.38622633910592025
North Carolina,37019,7192,4252,2940,0.25690318070604684
North Carolina,37021,17604,30913,-13309,-0.2743162190572377
