group,fips_code,clinton_votes,sanders_votes,clinton_margin,clinton_percent
Illinois,17009,160,156,4,0.012658227848101266
Illinois,17011,1518,1852,-334,-0.09910979228486647
Illinois,17013,446,503,-57,-0.06006322444678609
Illinois,17015,625,640,-15,-0.011857707509881422
Illinois,17017,504,539,-35,-0.03355704697986577
Illinois,17019,10542,20581,-10039,-0.32255887928541593
Illinois,17021,1395,1526,-131,-0.04484765491270113
Illinois,17023,560,664,-104,-0.08496732026143791
Illinois,17025,378,439,-61,-0.07466340269277846
Illinois,17027,906,1266,-360,-0.16574585635359115
Illinois,17029,1708,2522,-814,-0.19243498817966903
Illinois,17031,611378,519549,91829,0.08119799067490652
Illinois,17033,609,583,26,0.02181208053691275
Illinois,17035,364,517,-153,-0.17366628830874006
Illinois,17037,4135,8315,-4180,-0.3357429718875502
Illinois,17039,561,659,-98,-0.08032786885245902
Illinois,17041,483,643,-160,-0.14209591474245115
Illinois,17043,59103,65159,-6056,-0.048735735784069145
Illinois,17045,446,468,-22,-0.024070021881838075
Illinois,17047,143,148,-5,-0.01718213058419244
Illinois,17049,867,1247,-380,-0.17975402081362346
Illinois,17051,616,641,-25,-0.01988862370723946
Illinois,17053,288,438,-150,-0.2066115702479339
Illinois,17055,2172,2780,-608,-0.12277867528271405
Illinois,17057,2150,2537,-387,-0.08256880733944955
Illinois,17059,531,663,-132,-0.11055276381909548
Illinois,17061,503,530,-27,-0.026137463697967087
Illinois,17063,2051,3095,-1044,-0.20287602020987175
Illinois,17065,418,485,-67,-0.07419712070874862
Illinois,17067,607,431,176,0.16955684007707128
Illinois,17069,162,222,-60,-0.15625
Illinois,17071,338,296,42,0.06624605678233439
Illinois,17073,2156,2056,100,0.023741690408357077
Illinois,17075,542,875,-333,-0.23500352858151025
Illinois,17077,2826,4656,-1830,-0.24458700882117082
Illinois,17079,328,434,-106,-0.13910761154855644
Illinois,17081,1677,1775,-98,-0.028389339513325607
Illinois,17083,853,1069,-216,-0.11238293444328824
Illinois,17085,1315,1225,90,0.03543307086614173
Illinois,17087,361,420,-59,-0.07554417413572344
Illinois,17089,24063,31085,-7022,-0.12733009356640312
Illinois,17091,4898,5751,-853,-0.08010141797351863
Illinois,17093,5283,7482,-2199,-0.17226792009400704
Illinois,17095,2836,3168,-332,-0.0552964690206529
Illinois,17097,49750,44355,5395,0.05732957866213272
Illinois,17099,5271,6739,-1468,-0.12223147377185678
Illinois,17101,417,429,-12,-0.014184397163120567
Illinois,17103,1292,1958,-666,-0.20492307692307693
Illinois,17105,757,971,-214,-0.12384259259259259
Illinois,17107,737,972,-235,-0.13750731421884144
Illinois,17109,1052,1469,-417,-0.16541055136850455
Illinois,17111,9766,15502,-5736,-0.227006490422669
Illinois,17113,7695,12936,-5241,-0.25403518976297806
Illinois,17115,5945,4990,955,0.08733424782807499
Illinois,17117,2770,3552,-782,-0.12369503321733628
Illinois,17119,15332,18723,-3391,-0.09957421817647923
Illinois,17121,1609,1681,-72,-0.02188449848024316
Illinois,17123,568,586,-18,-0.01559792027729636
Illinois,17125,680,676,4,0.0029498525073746312
Illinois,17127,539,492,47,0.04558680892337536
Illinois,17129,398,491,-93,-0.1046119235095613
Illinois,17131,946,859,87,0.0481994459833795
Illinois,17133,1436,1775,-339,-0.10557458735596388
Illinois,17135,1241,1266,-25,-0.00997207818109294
Illinois,17137,917,1278,-361,-0.16446469248291573
Illinois,17139,462,566,-104,-0.10116731517509728
Illinois,17141,1793,2642,-849,-0.19143179255918827
Illinois,17143,11341,10345,996,0.045928248639675366
Illinois,17145,853,930,-77,-0.04318564217610768
Illinois,17147,787,1016,-229,-0.12701053799223516
Illinois,17149,495,451,44,0.046511627906976744
Illinois,17151,109,176,-67,-0.23508771929824562
Illinois,17153,285,158,127,0.2866817155756208
Illinois,17155,450,504,-54,-0.05660377358490566
Illinois,17157,1306,1549,-243,-0.0851138353765324
Illinois,17159,448,543,-95,-0.0958627648839556
Illinois,17161,10216,9327,889,0.04548943355677225
Illinois,17163,20987,15565,5422,0.14833661632742395
Illinois,17165,1042,1150,-108,-0.04927007299270073
Illinois,17167,9255,10365,-1110,-0.05657492354740061
Illinois,17169,368,293,75,0.11346444780635401
Illinois,17171,150,161,-11,-0.03536977491961415
Illinois,17173,782,940,-158,-0.09175377468060394
Illinois,17175,197,215,-18,-0.043689320388349516
Illinois,17177,1953,1899,54,0.014018691588785047
Illinois,17179,5867,7154,-1287,-0.098840334843714
Illinois,17181,921,1152,-231,-0.11143270622286541
Illinois,17183,3017,2781,236,0.040703690927906176
Illinois,17185,356,343,13,0.01859799713876967
Illinois,17187,726,741,-15,-0.010224948875255624
Illinois,17189,409,595,-186,-0.1852589641434263
Illinois,17191,277,360,-83,-0.130298273155416
Illinois,17193,565,530,35,0.0319634703196347
Illinois,17195,2895,3102,-207,-0.03451725862931466
Illinois,17197,41651,46305,-4654,-0.05291282004638683
Illinois,17199,2978,3902,-924,-0.13430232558139535
Illinois,17201,15065,16715,-1650,-0.051919446192573944
Illinois,17203,1277,1616,-339,-0.11717939854821983
Indiana,18001,991,1030,-39,-0.01929737753587333
Indiana,18003,15032,16435,-1403,-0.044586392093304096
Indiana,18005,2778,3182,-404,-0.06778523489932886
Indiana,18007,190,235,-45,-0.10588235294117647
Indiana,18009,493,514,-21,-0.020854021847070508
Indiana,18011,2075,2555,-480,-0.10367170626349892
Indiana,18013,805,1269,-464,-0.22372227579556414
Indiana,18015,508,648,-140,-0.12110726643598616
Indiana,18017,1137,1655,-518,-0.18553008595988538
Indiana,18019,6192,5305,887,0.07715056101591719
Indiana,18021,931,1049,-118,-0.0595959595959596
Indiana,18023,724,1046,-322,-0.18192090395480226
Indiana,18025,684,616,68,0.052307692307692305
Indiana,18027,539,701,-162,-0.13064516129032258
Indiana,18029,1389,1245,144,0.05466970387243736
Indiana,18031,631,733,-102,-0.0747800586510264
Indiana,18033,1139,1269,-130,-0.05398671096345515
Indiana,18035,6137,7728,-1591,-0.114749368914533
Indiana,18037,2305,2293,12,0.0026098303610265334
Indiana,18039,4788,6935,-2147,-0.18314424635332252
Indiana,18041,984,1097,-113,-0.05430081691494474
Indiana,18043,4584,4108,476,0.05476300046019328
Indiana,18045,413,462,-49,-0.056
Indiana,18047,667,552,115,0.09433962264150944
Indiana,18049,594,683,-89,-0.0696945967110415
Indiana,18051,1484,1453,31,0.010554988083077971
Indiana,18053,2318,2344,-26,-0.005577005577005577
Indiana,18055,1086,1464,-378,-0.14823529411764705
Indiana,18057,12297,14557,-2260,-0.08415878453861622
Indiana,18059,1793,2600,-807,-0.1837013430457546
Indiana,18061,1887,1627,260,0.07398975526465566
Indiana,18063,4873,6898,-2025,-0.17203296236513466
Indiana,18065,1789,2139,-350,-0.08910386965376782
Indiana,18067,3526,3733,-207,-0.02851632456261193
Indiana,18069,836,1227,-391,-0.18952981095492002
Indiana,18071,1467,1380,87,0.030558482613277135
Indiana,18073,910,1323,-413,-0.18495297805642633
Indiana,18075,692,704,-12,-0.008595988538681949
Indiana,18077,1648,1465,183,0.05878573723096691
Indiana,18079,837,921,-84,-0.04778156996587031
Indiana,18081,3686,5480,-1794,-0.19572332533275147
Indiana,18083,1742,1774,-32,-0.009101251422070534
Indiana,18085,1373,2120,-747,-0.21385628399656456
Indiana,18087,521,578,-57,-0.051865332120109194
Indiana,18089,43091,32893,10198,0.13421246578226995
Indiana,18091,6178,7273,-1095,-0.08140658687086462
Indiana,18093,1062,1648,-586,-0.21623616236162363
Indiana,18095,6635,7170,-535,-0.038754074610648316
Indiana,18097,59649,58799,850,0.007176144806159665
Indiana,18099,1202,1705,-503,-0.17303061575507395
Indiana,18101,407,486,-79,-0.08846584546472565
Indiana,18103,720,987,-267,-0.15641476274165203
Indiana,18105,8063,15166,-7103,-0.30578156614576607
Indiana,18107,715,966,-251,-0.14931588340273647
Indiana,18109,1600,2158,-558,-0.1484832357637041
Indiana,18111,434,521,-87,-0.09109947643979058
Indiana,18113,1134,1274,-140,-0.05813953488372093
Indiana,18115,248,178,70,0.1643192488262911
Indiana,18117,603,661,-58,-0.04588607594936709
Indiana,18119,631,1056,-425,-0.25192649673977474
Indiana,18121,392,539,-147,-0.15789473684210525
Indiana,18123,1358,1114,244,0.09870550161812297
Indiana,18125,526,625,-99,-0.08601216333622937
Indiana,18127,9466,13344,-3878,-0.17001315212626042
Indiana,18129,1117,1378,-261,-0.10460921843687375
Indiana,18131,351,473,-122,-0.14805825242718446
Indiana,18133,974,1189,-215,-0.09939898289412853
Indiana,18135,705,887,-182,-0.114321608040201
Indiana,18137,674,690,-16,-0.011730205278592375
Indiana,18139,417,561,-144,-0.147239263803681
Indiana,18141,15514,17355,-1841,-0.0560102223980042
Indiana,18143,1588,1288,300,0.1043115438108484
Indiana,18145,1215,1497,-282,-0.10398230088495575
Indiana,18147,1060,1030,30,0.014354066985645933
Indiana,18149,1055,1277,-222,-0.09519725557461406
Indiana,18151,981,1120,-139,-0.06615897191813422
Indiana,18153,1058,1454,-396,-0.15764331210191082
Indiana,18155,430,410,20,0.023809523809523808
Indiana,18157,5998,9580,-3582,-0.22993965849274617
Indiana,18159,437,606,-169,-0.16203259827420902
Indiana,18161,205,205,0,0.0
Indiana,18163,7679,9132,-1453,-0.08643150318244007
Indiana,18165,1074,1309,-235,-0.09861519093579521
Indiana,18167,6042,7434,-1392,-0.10329474621549421
Indiana,18169,906,1080,-174,-0.08761329305135952
Indiana,18171,257,273,-16,-0.03018867924528302
Indiana,18173,2677,3139,-462,-0.07943603851444292
Indiana,18175,999,932,67,0.03469704816157431
Indiana,18177,2025,2411,-386,-0.08701532912533815
Indiana,18179,763,796,-33,-0.021167415009621552
Indiana,18181,709,912,-203,-0.12523133867982728
Indiana,18183,883,1143,-260,-0.12833168805528133
Iowa,19001,168,132,36,0.12
Iowa,19003,113,86,27,0.135678391959799
Iowa,19005,304,296,8,0.013333333333333334
Iowa,19007,273,226,47,0.09418837675350701
Iowa,19009,187,112,75,0.2508361204013378
Iowa,19011,672,528,144,0.12
Iowa,19013,3220,3647,-427,-0.06218144750254842
Iowa,19015,585,715,-130,-0.1
Iowa,19017,640,544,96,0.08108108108108109
Iowa,19019,525,475,50,0.05
Iowa,19021,291,291,0,0.0
Iowa,19023,250,350,-100,-0.16666666666666666
Iowa,19025,200,200,0,0.0
Iowa,19027,504,296,208,0.26
Iowa,19029,300,190,110,0.22448979591836735
Iowa,19031,354,445,-91,-0.11389236545682102
Iowa,19033,1091,1108,-17,-0.007730786721236926
Iowa,19035,181,218,-37,-0.09273182957393483
Iowa,19037,360,233,127,0.21416526138279932
Iowa,19039,232,168,64,0.16
Iowa,19041,296,303,-7,-0.011686143572621035
Iowa,19043,392,408,-16,-0.02
Iowa,19045,1165,1234,-69,-0.028761984160066693
Iowa,19047,225,208,17,0.03926096997690531
Iowa,19049,1667,1208,459,0.15965217391304348
Iowa,19051,174,126,48,0.16
Iowa,19053,150,141,9,0.030927835051546393
Iowa,19055,440,344,96,0.12244897959183673
Iowa,19057,933,1066,-133,-0.06653326663331666
Iowa,19059,341,358,-17,-0.024320457796852647
Iowa,19061,2504,2276,228,0.04769874476987448
Iowa,19063,168,132,36,0.12
Iowa,19065,525,468,57,0.05740181268882175
Iowa,19067,453,346,107,0.13391739674593242
Iowa,19069,226,168,58,0.14720812182741116
Iowa,19071,120,135,-15,-0.058823529411764705
Iowa,19073,215,184,31,0.07769423558897243
Iowa,19075,186,206,-20,-0.05102040816326531
Iowa,19077,220,180,40,0.1
Iowa,19079,353,246,107,0.17863105175292154
Iowa,19081,240,152,88,0.22448979591836735
Iowa,19083,403,296,107,0.1530758226037196
Iowa,19085,226,273,-47,-0.09418837675350701
Iowa,19087,350,350,0,0.0
Iowa,19089,184,215,-31,-0.07769423558897243
Iowa,19091,166,133,33,0.11036789297658862
Iowa,19093,106,93,13,0.06532663316582915
Iowa,19095,357,343,14,0.02
Iowa,19097,450,414,36,0.041666666666666664
Iowa,19099,927,810,117,0.06735751295336788
Iowa,19101,245,654,-409,-0.4549499443826474
Iowa,19103,3700,5473,-1773,-0.1932846397034776
Iowa,19105,419,480,-61,-0.067853170189099
Iowa,19107,250,140,110,0.28205128205128205
Iowa,19109,360,213,147,0.25654450261780104
Iowa,19111,929,770,159,0.09358446144791054
Iowa,19113,5733,6331,-598,-0.04956896551724138
Iowa,19115,224,168,56,0.14285714285714285
Iowa,19117,180,120,60,0.2
Iowa,19119,80,113,-33,-0.17098445595854922
Iowa,19121,320,280,40,0.06666666666666667
Iowa,19123,393,306,87,0.12446351931330472
Iowa,19125,650,624,26,0.02040816326530612
Iowa,19127,839,960,-121,-0.06725958866036687
Iowa,19129,255,244,11,0.022044088176352707
Iowa,19131,260,135,125,0.31645569620253167
Iowa,19133,180,116,64,0.21621621621621623
Iowa,19135,129,133,-4,-0.015267175572519083
Iowa,19137,108,192,-84,-0.28
Iowa,19139,828,972,-144,-0.08
Iowa,19141,152,141,11,0.03754266211604096
Iowa,19143,56,38,18,0.19148936170212766
Iowa,19145,197,202,-5,-0.012531328320802004
Iowa,19147,213,186,27,0.06766917293233082
Iowa,19149,387,312,75,0.1072961373390558
Iowa,19151,198,90,108,0.375
Iowa,19153,12122,10526,1596,0.07046979865771812
Iowa,19155,1519,1573,-54,-0.017464424320827943
Iowa,19157,424,475,-51,-0.05672969966629588
Iowa,19159,132,67,65,0.32663316582914576
Iowa,19161,165,135,30,0.1
Iowa,19163,4025,4144,-119,-0.01456726649528706
Iowa,19165,168,232,-64,-0.16
Iowa,19167,192,202,-10,-0.025380710659898477
Iowa,19169,1862,2737,-875,-0.1902587519025875
Iowa,19171,476,423,53,0.058954393770856504
Iowa,19173,140,60,80,0.4
Iowa,19175,231,268,-37,-0.07414829659318638
Iowa,19177,93,106,-13,-0.06532663316582915
Iowa,19179,817,667,150,0.10107816711590296
Iowa,19181,1217,953,264,0.12165898617511521
Iowa,19183,484,415,69,0.07675194660734148
Iowa,19185,130,70,60,0.3
Iowa,19187,866,720,146,0.09205548549810845
Iowa,19189,170,230,-60,-0.15
Iowa,19191,484,616,-132,-0.12
Iowa,19193,1665,1920,-255,-0.07112970711297072
Iowa,19195,181,218,-37,-0.09273182957393483
Iowa,19197,273,226,47,0.09418837675350701
Kansas,20000,12593,26450,-13857,-0.354916374
Kentucky,21001,466,410,56,0.0639269406392694
Kentucky,21003,427,440,-13,-0.014994232987312572
Kentucky,21005,1132,1649,-517,-0.18590435095289465
Kentucky,21007,405,659,-254,-0.2387218045112782
Kentucky,21009,1979,2653,-674,-0.14550949913644215
Kentucky,21011,628,641,-13,-0.01024428684003152
Kentucky,21013,567,578,-11,-0.00960698689956332
Kentucky,21015,2932,2496,436,0.08032424465733234
Kentucky,21017,1109,1087,22,0.010018214936247723
Kentucky,21019,2193,2262,-69,-0.015488215488215488
Kentucky,21021,1648,1451,197,0.06356889319135205
Kentucky,21023,251,424,-173,-0.2562962962962963
Kentucky,21025,1123,1716,-593,-0.2088763649172244
Kentucky,21027,877,875,2,0.001141552511415525
Kentucky,21029,2907,3210,-303,-0.049534085335948996
Kentucky,21031,238,196,42,0.0967741935483871
Kentucky,21033,570,866,-296,-0.20612813370473537
Kentucky,21035,1460,2239,-779,-0.21059745877264124
Kentucky,21037,3169,3133,36,0.005712472231037766
Kentucky,21039,206,462,-256,-0.38323353293413176
Kentucky,21041,481,573,-92,-0.0872865275142315
Kentucky,21043,800,1051,-251,-0.13560237709346298
Kentucky,21045,210,182,28,0.07142857142857142
Kentucky,21047,2437,1936,501,0.11456665904413446
Kentucky,21049,1810,1888,-78,-0.021092482422931314
Kentucky,21051,184,158,26,0.07602339181286549
Kentucky,21053,151,93,58,0.23770491803278687
Kentucky,21055,240,344,-104,-0.1780821917808219
Kentucky,21057,78,87,-9,-0.05454545454545454
Kentucky,21059,5066,5188,-122,-0.011897795982055783
Kentucky,21061,275,262,13,0.024208566108007448
Kentucky,21063,301,443,-142,-0.19086021505376344
Kentucky,21065,446,440,6,0.006772009029345372
Kentucky,21067,20014,17048,2966,0.08002806108682747
Kentucky,21069,627,806,-179,-0.12491277041172366
Kentucky,21071,2327,4010,-1683,-0.2655830834779864
Kentucky,21073,5218,5398,-180,-0.016955538809344386
Kentucky,21075,315,245,70,0.125
Kentucky,21077,260,340,-80,-0.13333333333333333
Kentucky,21079,434,387,47,0.057247259439707675
Kentucky,21081,594,715,-121,-0.09243697478991597
Kentucky,21083,1631,2631,-1000,-0.2346316283435007
Kentucky,21085,705,630,75,0.056179775280898875
Kentucky,21087,284,360,-76,-0.11801242236024845
Kentucky,21089,1517,1655,-138,-0.043505674653215635
Kentucky,21091,491,573,-82,-0.07706766917293233
Kentucky,21093,4359,4208,151,0.017625773316213376
Kentucky,21095,451,1092,-641,-0.4154244977316915
Kentucky,21097,886,1059,-173,-0.08894601542416453
Kentucky,21099,817,1062,-245,-0.1303885045236828
Kentucky,21101,2887,2850,37,0.00644936377897856
Kentucky,21103,781,958,-177,-0.10178263369752731
Kentucky,21105,209,300,-91,-0.1787819253438114
Kentucky,21107,1690,2696,-1006,-0.22936616507067945
Kentucky,21109,78,128,-50,-0.24271844660194175
Kentucky,21111,64090,45048,19042,0.1744763510418003
Kentucky,21113,1875,2113,-238,-0.059679037111334
Kentucky,21115,444,749,-305,-0.25565800502933783
Kentucky,21117,5146,4880,266,0.026531019349690804
Kentucky,21119,583,1114,-531,-0.3129051266941662
Kentucky,21121,520,504,16,0.015625
Kentucky,21123,612,910,-298,-0.19579500657030224
Kentucky,21125,845,791,54,0.03300733496332518
Kentucky,21127,444,659,-215,-0.19492293744333636
Kentucky,21129,199,224,-25,-0.0591016548463357
Kentucky,21131,64,77,-13,-0.09219858156028368
Kentucky,21133,838,1788,-950,-0.3617669459253618
Kentucky,21135,211,151,60,0.16574585635359115
Kentucky,21137,779,742,37,0.024326101249178174
Kentucky,21139,400,610,-210,-0.2079207920792079
Kentucky,21141,1077,1131,-54,-0.024456521739130436
Kentucky,21143,497,561,-64,-0.06049149338374291
Kentucky,21145,3334,3541,-207,-0.03010909090909091
Kentucky,21147,169,203,-34,-0.0913978494623656
Kentucky,21149,477,628,-151,-0.13665158371040723
Kentucky,21151,3441,4385,-944,-0.1206235624840276
Kentucky,21153,511,626,-115,-0.1011433597185576
Kentucky,21155,1162,983,179,0.08344988344988345
Kentucky,21157,1577,2308,-731,-0.18815958815958816
Kentucky,21159,104,191,-87,-0.29491525423728815
Kentucky,21161,727,775,-48,-0.03195739014647137
Kentucky,21163,1312,1541,-229,-0.08026638626007711
Kentucky,21165,311,323,-12,-0.01892744479495268
Kentucky,21167,988,1331,-343,-0.14790858128503664
Kentucky,21169,506,582,-76,-0.06985294117647059
Kentucky,21171,126,109,17,0.07234042553191489
Kentucky,21173,1289,1322,-33,-0.012638835695135964
Kentucky,21175,544,988,-444,-0.2898172323759791
Kentucky,21177,1544,1632,-88,-0.027707808564231738
Kentucky,21179,2395,2345,50,0.010548523206751054
Kentucky,21181,353,420,-67,-0.08667529107373868
Kentucky,21183,778,943,-165,-0.09587449157466589
Kentucky,21185,2730,2315,415,0.08225966303270565
Kentucky,21187,453,720,-267,-0.22762148337595908
Kentucky,21189,77,91,-14,-0.08333333333333333
Kentucky,21191,388,546,-158,-0.16916488222698073
Kentucky,21193,839,1666,-827,-0.33013972055888224
Kentucky,21195,2335,4848,-2513,-0.3498538215230405
Kentucky,21197,623,744,-121,-0.08851499634235552
Kentucky,21199,1169,1148,21,0.00906344410876133
Kentucky,21201,95,177,-82,-0.3014705882352941
Kentucky,21203,238,254,-16,-0.032520325203252036
Kentucky,21205,1170,1363,-193,-0.07619423608369523
Kentucky,21207,343,332,11,0.016296296296296295
Kentucky,21209,2505,2394,111,0.0226576852418861
Kentucky,21211,2195,2044,151,0.035621608870016516
Kentucky,21213,708,695,13,0.009265858873841768
Kentucky,21215,673,806,-133,-0.08992562542258282
Kentucky,21217,949,844,105,0.05856107083100948
Kentucky,21219,333,507,-174,-0.20714285714285716
Kentucky,21221,604,715,-111,-0.0841546626231994
Kentucky,21223,415,542,-127,-0.13270637408568442
Kentucky,21225,672,1106,-434,-0.2440944881889764
Kentucky,21227,4829,5365,-536,-0.05257994898960173
Kentucky,21229,601,582,19,0.016060862214708368
Kentucky,21231,502,356,146,0.17016317016317017
Kentucky,21233,693,1169,-476,-0.2556390977443609
Kentucky,21235,522,409,113,0.12137486573576799
Kentucky,21237,414,499,-85,-0.09309967141292443
Kentucky,21239,1862,1918,-56,-0.014814814814814815
Louisiana,22001,1862,1087,775,0.2628009494743981
Louisiana,22003,536,297,239,0.28691476590636256
Louisiana,22005,4221,1384,2837,0.5061552185548618
Louisiana,22007,1139,312,827,0.5699517574086836
Louisiana,22009,1181,455,726,0.44376528117359415
Louisiana,22011,679,391,288,0.2691588785046729
Louisiana,22013,1056,222,834,0.6525821596244131
Louisiana,22015,2919,1187,1732,0.4218217243058938
Louisiana,22017,16666,3513,13153,0.651816244610734
Louisiana,22019,6594,2625,3969,0.4305239179954442
Louisiana,22021,250,119,131,0.35501355013550134
Louisiana,22023,123,132,-9,-0.03529411764705882
Louisiana,22025,431,194,237,0.3792
Louisiana,22027,768,158,610,0.6587473002159827
Louisiana,22029,1830,329,1501,0.6952292728114868
Louisiana,22031,1508,318,1190,0.651697699890471
Louisiana,22033,32960,7970,24990,0.6105546054238945
Louisiana,22035,508,47,461,0.8306306306306306
Louisiana,22037,1847,347,1500,0.6836827711941659
Louisiana,22039,1319,498,821,0.4518436984039626
Louisiana,22041,650,218,432,0.4976958525345622
Louisiana,22043,367,247,120,0.19543973941368079
Louisiana,22045,2171,806,1365,0.4585152838427948
Louisiana,22047,3699,1042,2657,0.560430288968572
Louisiana,22049,827,267,560,0.5118829981718465
Louisiana,22051,17581,7024,10557,0.4290591343222922
Louisiana,22053,738,418,320,0.2768166089965398
Louisiana,22055,5920,3523,2397,0.253838822408133
Louisiana,22057,2512,1789,723,0.16810044175773076
Louisiana,22059,136,184,-48,-0.15
Louisiana,22061,1692,436,1256,0.5902255639097744
Louisiana,22063,1633,1392,241,0.07966942148760331
Louisiana,22065,722,98,624,0.7609756097560976
Louisiana,22067,1513,298,1215,0.6709000552181116
Louisiana,22069,2545,846,1699,0.5010321439103509
Louisiana,22071,40601,13086,27515,0.5125076834242926
Louisiana,22073,8995,1803,7192,0.6660492683830339
Louisiana,22075,674,214,460,0.5180180180180181
Louisiana,22077,1680,352,1328,0.6535433070866141
Louisiana,22079,4722,1451,3271,0.5298882229062044
Louisiana,22081,530,117,413,0.6383307573415765
Louisiana,22083,696,135,561,0.6750902527075813
Louisiana,22085,387,259,128,0.19814241486068113
Louisiana,22087,1057,527,530,0.3345959595959596
Louisiana,22089,2245,787,1458,0.4808707124010554
Louisiana,22091,1407,186,1221,0.7664783427495292
Louisiana,22093,2114,324,1790,0.734208367514356
Louisiana,22095,3818,564,3254,0.7425832952989503
Louisiana,22097,4606,1184,3422,0.5910189982728843
Louisiana,22099,1869,690,1179,0.46072684642438455
Louisiana,22101,1995,535,1460,0.5770750988142292
Louisiana,22103,5996,3800,2196,0.2241731318905676
Louisiana,22105,4267,1656,2611,0.4408239068039845
Louisiana,22107,492,61,431,0.779385171790235
Louisiana,22109,2647,1023,1624,0.4425068119891008
Louisiana,22111,822,217,605,0.5822906641000962
Louisiana,22113,1002,648,354,0.21454545454545454
Louisiana,22115,610,441,169,0.16079923882017128
Louisiana,22117,1663,513,1150,0.5284926470588235
Louisiana,22119,1878,436,1442,0.6231633535004322
Louisiana,22121,2178,589,1589,0.5742681604625949
Louisiana,22123,171,110,61,0.21708185053380782
Louisiana,22125,902,166,736,0.6891385767790262
Louisiana,22127,488,193,295,0.4331864904552129
Maine,23001,76,139,-63,-0.2930232558139535
Maine,23003,73,89,-16,-0.09876543209876543
Maine,23005,346,597,-251,-0.26617179215270415
Maine,23007,18,45,-27,-0.42857142857142855
Maine,23009,51,101,-50,-0.32894736842105265
Maine,23011,129,190,-61,-0.19122257053291536
Maine,23013,37,79,-42,-0.3620689655172414
Maine,23015,29,59,-30,-0.3409090909090909
Maine,23017,32,83,-51,-0.4434782608695652
Maine,23019,119,231,-112,-0.32
Maine,23021,14,26,-12,-0.3
Maine,23023,40,69,-29,-0.26605504587155965
Maine,23025,41,67,-26,-0.24074074074074073
Maine,23027,27,74,-47,-0.46534653465346537
Maine,23029,22,51,-29,-0.3972602739726027
Maine,23031,160,301,-141,-0.30585683297180044
Maryland,24001,2311,2469,-158,-0.03305439330543933
Maryland,24003,35659,24128,11531,0.192868014785823
Maryland,24005,73099,46779,26320,0.21955654915831094
Maryland,24009,5168,3247,1921,0.22828282828282828
Maryland,24011,1125,902,223,0.11001480019733596
Maryland,24013,6516,6686,-170,-0.01287683684290259
Maryland,24015,3367,3350,17,0.0025308917671579573
Maryland,24017,15132,6246,8886,0.41566095986528206
Maryland,24019,1800,951,849,0.30861504907306436
Maryland,24021,13466,11324,2142,0.0864058087938685
Maryland,24023,760,879,-119,-0.0726052471018914
Maryland,24025,13460,10817,2643,0.10886847633562631
Maryland,24027,30873,18752,12121,0.24425188916876575
Maryland,24029,1460,1018,442,0.17836965294592413
Maryland,24031,109304,50741,58563,0.36591583617107687
Maryland,24033,113912,37199,76713,0.5076599321028913
Maryland,24035,2342,1759,583,0.14216044867105584
Maryland,24037,4551,3415,1136,0.14260607582224455
Maryland,24039,1136,533,603,0.36129418813660874
Maryland,24041,2577,1445,1132,0.2814520139234212
Maryland,24043,5851,4867,984,0.09180817316663557
Maryland,24045,5258,3119,2139,0.2553420078787155
Maryland,24047,3005,1939,1066,0.2156148867313916
Maryland,24510,81115,38710,42405,0.3538910911746297
Massachusetts,25001,21847,22393,-546,-0.012341772151898734
Massachusetts,25003,12616,13642,-1026,-0.03907380607814761
Massachusetts,25005,36751,36422,329,0.004496193951320842
Massachusetts,25007,2311,2802,-491,-0.09602972814394681
Massachusetts,25009,65391,66236,-845,-0.006419655541796136
Massachusetts,25011,5483,13276,-7793,-0.4154272615811077
Massachusetts,25013,31715,29644,2071,0.0337521797943252
Massachusetts,25015,14274,24516,-10242,-0.2640371229698376
Massachusetts,25017,169552,154032,15520,0.0479628164556962
Massachusetts,25019,979,1051,-72,-0.035467980295566505
Massachusetts,25021,71275,61203,10072,0.07602771780974954
Massachusetts,25023,39051,40082,-1031,-0.013028698520212807
Massachusetts,25025,79083,57872,21211,0.1548756890949582
Massachusetts,25027,53456,63545,-10089,-0.08623003222194682
Michigan,26001,463,455,8,0.008714596949891068
Michigan,26003,384,622,-238,-0.23658051689860835
Michigan,26005,3489,5545,-2056,-0.22758468009740979
Michigan,26007,1102,1347,-245,-0.1000408329930584
Michigan,26009,867,1491,-624,-0.26463104325699743
Michigan,26011,595,663,-68,-0.05405405405405406
Michigan,26013,270,371,-101,-0.15756630265210608
Michigan,26015,1736,3078,-1342,-0.2787702534275031
Michigan,26017,5937,6363,-426,-0.03463414634146342
Michigan,26019,853,1650,-797,-0.3184178985217739
Michigan,26021,6646,5952,694,0.0550881092236863
Michigan,26023,1010,1246,-236,-0.10460992907801418
Michigan,26025,5230,5810,-580,-0.05253623188405797
Michigan,26027,1657,1683,-26,-0.007784431137724551
Michigan,26029,1044,1730,-686,-0.247296322999279
Michigan,26031,1010,1318,-308,-0.1323024054982818
Michigan,26033,1230,1789,-559,-0.18516064922159656
Michigan,26035,1090,1239,-149,-0.0639759553456419
Michigan,26037,3409,4524,-1115,-0.14055212403882517
Michigan,26039,494,631,-137,-0.12177777777777778
Michigan,26041,1409,1705,-296,-0.09505459216441875
Michigan,26043,908,1075,-167,-0.08421583459404942
Michigan,26045,5560,7007,-1447,-0.11514283440757539
Michigan,26047,1369,2589,-1220,-0.3082364830722587
